@relation winequality-white-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-P25.0-R42-DSparse1-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R3-precision6

@attribute K1 numeric
@attribute K2 numeric
@attribute quality {'\'(-inf-3.6]\'','\'(3.6-4.2]\'','\'(4.2-4.8]\'','\'(4.8-5.4]\'','\'(5.4-6]\'','\'(6-6.6]\'','\'(6.6-7.2]\'','\'(7.2-7.8]\'','\'(7.8-8.4]\'','\'(8.4-inf)\''}

@data
20.225989,355.64026,'\'(4.8-5.4]\''
9.361302,232.737399,'\'(5.4-6]\''
7.104682,106.247461,'\'(5.4-6]\''
29.285983,275.856804,'\'(4.8-5.4]\''
21.351891,267.558548,'\'(5.4-6]\''
29.285983,275.856804,'\'(4.8-5.4]\''
13.535613,289.853506,'\'(4.8-5.4]\''
21.351891,267.558548,'\'(5.4-6]\''
12.464565,263.850228,'\'(5.4-6]\''
32.667292,293.781798,'\'(5.4-6]\''
4.579231,185.850784,'\'(6.6-7.2]\''
25.561329,270.754182,'\'(5.4-6]\''
16.930554,187.607083,'\'(5.4-6]\''
13.017003,163.458831,'\'(4.8-5.4]\''
4.579231,185.850784,'\'(6.6-7.2]\''
28.073738,308.871424,'\'(3.6-4.2]\''
15.373094,346.796409,'\'(5.4-6]\''
4.490653,158.193396,'\'(5.4-6]\''
15.373094,346.796409,'\'(5.4-6]\''
4.875169,259.23258,'\'(4.8-5.4]\''
4.405125,133.882331,'\'(5.4-6]\''
4.352765,114.776079,'\'(5.4-6]\''
29.200766,364.265873,'\'(4.8-5.4]\''
29.200766,364.265873,'\'(4.8-5.4]\''
29.200766,364.265873,'\'(4.8-5.4]\''
29.200766,364.265873,'\'(4.8-5.4]\''
10.625629,250.104673,'\'(4.8-5.4]\''
10.781514,251.817671,'\'(4.8-5.4]\''
29.200766,364.265873,'\'(4.8-5.4]\''
13.460598,168.557988,'\'(6.6-7.2]\''
4.561927,184.094484,'\'(6.6-7.2]\''
6.882564,260.374002,'\'(5.4-6]\''
4.196274,360.75847,'\'(5.4-6]\''
13.460598,168.557988,'\'(6.6-7.2]\''
13.340862,199.776472,'\'(6.6-7.2]\''
14.003769,260.207725,'\'(5.4-6]\''
14.730399,291.590753,'\'(6.6-7.2]\''
20.813604,350.674471,'\'(5.4-6]\''
8.088989,189.152073,'\'(7.8-8.4]\''
13.340862,199.776472,'\'(6.6-7.2]\''
6.271479,217.152406,'\'(6.6-7.2]\''
23.085743,217.091784,'\'(4.8-5.4]\''
14.161092,336.424889,'\'(4.8-5.4]\''
22.477689,218.638505,'\'(4.8-5.4]\''
4.493633,291.434869,'\'(5.4-6]\''
10.897596,248.272163,'\'(6.6-7.2]\''
5.878199,232.526089,'\'(4.8-5.4]\''
27.969243,276.440505,'\'(4.8-5.4]\''
5.014876,241.35262,'\'(4.8-5.4]\''
4.559312,218.887921,'\'(5.4-6]\''
27.969243,276.440505,'\'(4.8-5.4]\''
7.016157,229.143394,'\'(6.6-7.2]\''
5.014876,241.35262,'\'(4.8-5.4]\''
7.95117,139.133909,'\'(6.6-7.2]\''
13.201379,220.597455,'\'(5.4-6]\''
16.413953,250.179151,'\'(5.4-6]\''
5.025026,201.520647,'\'(6.6-7.2]\''
21.161833,266.155587,'\'(4.8-5.4]\''
23.188939,285.157917,'\'(3.6-4.2]\''
5.215136,146.107146,'\'(6.6-7.2]\''
16.270522,225.750306,'\'(5.4-6]\''
4.14698,308.396842,'\'(4.8-5.4]\''
4.039627,209.709784,'\'(5.4-6]\''
5.427121,257.003431,'\'(5.4-6]\''
14.559532,329.531326,'\'(4.8-5.4]\''
3.919579,206.493365,'\'(5.4-6]\''
23.377265,193.276086,'\'(4.8-5.4]\''
3.919579,206.493365,'\'(5.4-6]\''
23.377265,193.276086,'\'(4.8-5.4]\''
6.22577,303.895242,'\'(4.8-5.4]\''
24.228966,362.587516,'\'(5.4-6]\''
4.696525,279.469862,'\'(4.8-5.4]\''
20.642755,362.637746,'\'(5.4-6]\''
5.49048,184.123929,'\'(7.8-8.4]\''
33.172947,367.901448,'\'(4.8-5.4]\''
19.982947,205.054031,'\'(4.8-5.4]\''
10.417194,343.398125,'\'(4.8-5.4]\''
19.307517,312.491411,'\'(3.6-4.2]\''
16.796667,289.860435,'\'(4.8-5.4]\''
14.644645,156.40592,'\'(5.4-6]\''
10.540776,270.806144,'\'(5.4-6]\''
16.796667,289.860435,'\'(4.8-5.4]\''
9.979644,165.07137,'\'(7.8-8.4]\''
4.611655,258.59865,'\'(4.8-5.4]\''
14.644645,156.40592,'\'(5.4-6]\''
21.229331,365.987532,'\'(5.4-6]\''
22.045369,311.195837,'\'(3.6-4.2]\''
6.723717,170.296967,'\'(5.4-6]\''
5.717101,244.806329,'\'(5.4-6]\''
19.914808,319.681153,'\'(4.8-5.4]\''
25.148373,367.658961,'\'(4.8-5.4]\''
22.06127,350.532442,'\'(5.4-6]\''
4.249639,218.619453,'\'(5.4-6]\''
4.594369,154.679065,'\'(6.6-7.2]\''
4.628022,114.880002,'\'(5.4-6]\''
14.41378,225.779751,'\'(6.6-7.2]\''
5.73922,225.809196,'\'(5.4-6]\''
4.438276,161.770081,'\'(4.8-5.4]\''
24.540233,383.320164,'\'(4.8-5.4]\''
10.849497,224.17414,'\'(4.8-5.4]\''
19.809881,210.253648,'\'(5.4-6]\''
9.01574,177.552528,'\'(4.8-5.4]\''
5.166188,249.978233,'\'(5.4-6]\''
24.002795,315.775379,'\'(4.8-5.4]\''
4.390957,353.85798,'\'(4.8-5.4]\''
5.099816,239.788578,'\'(4.8-5.4]\''
15.652179,394.024238,'\'(4.8-5.4]\''
16.27525,326.23177,'\'(5.4-6]\''
28.053992,293.300288,'\'(5.4-6]\''
12.61754,249.969573,'\'(5.4-6]\''
12.531578,185.812679,'\'(6.6-7.2]\''
15.459974,351.310133,'\'(4.8-5.4]\''
7.224817,147.598442,'\'(3.6-4.2]\''
4.438484,99.426645,'\'(-inf-3.6]\''
5.700352,326.212717,'\'(5.4-6]\''
10.706984,260.37227,'\'(5.4-6]\''
5.700352,326.212717,'\'(5.4-6]\''
17.641907,156.47347,'\'(5.4-6]\''
31.195932,489.517395,'\'(4.8-5.4]\''
5.516859,331.296286,'\'(3.6-4.2]\''
5.343654,339.958272,'\'(3.6-4.2]\''
11.284623,250.215524,'\'(5.4-6]\''
9.826738,185.86464,'\'(7.8-8.4]\''
12.267943,128.717356,'\'(5.4-6]\''
9.826738,185.86464,'\'(7.8-8.4]\''
25.250547,278.37867,'\'(4.8-5.4]\''
4.474961,327.951696,'\'(3.6-4.2]\''
4.492264,322.772864,'\'(3.6-4.2]\''
4.401834,184.274617,'\'(3.6-4.2]\''
6.843575,144.283296,'\'(7.8-8.4]\''
5.11388,225.689684,'\'(7.8-8.4]\''
16.427688,270.776699,'\'(5.4-6]\''
4.908286,234.573373,'\'(6.6-7.2]\''
4.908286,236.308888,'\'(5.4-6]\''
25.024774,437.526426,'\'(4.8-5.4]\''
8.982589,345.282596,'\'(4.8-5.4]\''
32.909242,378.101495,'\'(4.8-5.4]\''
10.672204,175.468871,'\'(5.4-6]\''
5.163521,161.797794,'\'(5.4-6]\''
4.560819,133.863279,'\'(5.4-6]\''
5.915248,180.942152,'\'(3.6-4.2]\''
6.03644,186.254352,'\'(3.6-4.2]\''
16.412325,350.425055,'\'(5.4-6]\''
5.97845,217.188779,'\'(5.4-6]\''
5.639332,226.043023,'\'(4.8-5.4]\''
16.758596,326.013531,'\'(4.8-5.4]\''
9.874716,173.712572,'\'(5.4-6]\''
12.23519,189.323546,'\'(5.4-6]\''
24.41743,370.908288,'\'(4.8-5.4]\''
6.883257,192.801504,'\'(3.6-4.2]\''
14.819808,381.582917,'\'(5.4-6]\''
35.248117,360.777523,'\'(5.4-6]\''
17.265134,367.627784,'\'(3.6-4.2]\''
6.883257,192.801504,'\'(3.6-4.2]\''
14.857064,338.226221,'\'(3.6-4.2]\''
6.224939,184.203603,'\'(4.8-5.4]\''
14.040385,381.582917,'\'(5.4-6]\''
21.628344,353.57046,'\'(4.8-5.4]\''
3.55545,170.073533,'\'(4.8-5.4]\''
35.959419,359.365902,'\'(4.8-5.4]\''
15.955236,204.989945,'\'(6.6-7.2]\''
22.82306,343.768784,'\'(4.8-5.4]\''
15.376645,364.208716,'\'(4.8-5.4]\''
7.420296,203.214593,'\'(5.4-6]\''
15.376645,364.208716,'\'(4.8-5.4]\''
7.420296,203.214593,'\'(5.4-6]\''
4.7665,298.432354,'\'(5.4-6]\''
15.19975,398.925942,'\'(5.4-6]\''
4.7665,298.432354,'\'(5.4-6]\''
15.19975,398.925942,'\'(5.4-6]\''
16.395195,338.117102,'\'(4.8-5.4]\''
14.177944,306.893422,'\'(4.8-5.4]\''
16.568417,343.316719,'\'(4.8-5.4]\''
26.152027,397.079576,'\'(5.4-6]\''
32.510836,438.75445,'\'(5.4-6]\''
12.028071,257.008627,'\'(3.6-4.2]\''
18.49127,317.547267,'\'(4.8-5.4]\''
10.521117,260.379198,'\'(5.4-6]\''
18.49127,317.547267,'\'(4.8-5.4]\''
19.170165,225.88021,'\'(5.4-6]\''
13.084501,276.101023,'\'(4.8-5.4]\''
4.974502,291.518007,'\'(5.4-6]\''
27.570785,348.805588,'\'(4.8-5.4]\''
6.621907,380.846796,'\'(4.8-5.4]\''
27.570785,348.805588,'\'(4.8-5.4]\''
6.812398,364.407901,'\'(4.8-5.4]\''
6.621907,364.392313,'\'(4.8-5.4]\''
16.37848,230.885837,'\'(5.4-6]\''
4.78557,197.990728,'\'(5.4-6]\''
6.155605,314.026008,'\'(5.4-6]\''
19.306166,272.25587,'\'(4.8-5.4]\''
19.306166,272.25587,'\'(4.8-5.4]\''
4.957961,236.073329,'\'(6.6-7.2]\''
4.940987,244.716262,'\'(5.4-6]\''
29.963682,348.724181,'\'(4.8-5.4]\''
20.311621,336.643127,'\'(5.4-6]\''
15.165698,270.88755,'\'(5.4-6]\''
15.165698,270.88755,'\'(5.4-6]\''
20.311621,336.643127,'\'(5.4-6]\''
29.944075,255.105103,'\'(4.8-5.4]\''
29.944075,255.105103,'\'(4.8-5.4]\''
6.796602,123.638983,'\'(4.8-5.4]\''
6.623432,125.371034,'\'(4.8-5.4]\''
20.884843,319.215232,'\'(6.6-7.2]\''
4.059009,215.125906,'\'(4.8-5.4]\''
24.038059,280.282194,'\'(4.8-5.4]\''
23.795589,276.833681,'\'(4.8-5.4]\''
5.219968,222.322578,'\'(5.4-6]\''
3.691953,134.007039,'\'(5.4-6]\''
4.319042,204.640071,'\'(4.8-5.4]\''
4.562811,305.526834,'\'(4.8-5.4]\''
13.323281,302.107766,'\'(6.6-7.2]\''
19.963115,168.462726,'\'(5.4-6]\''
29.023248,246.389424,'\'(5.4-6]\''
4.851059,144.357775,'\'(6.6-7.2]\''
4.477282,202.928805,'\'(4.8-5.4]\''
4.994715,257.438176,'\'(5.4-6]\''
4.851059,144.357775,'\'(6.6-7.2]\''
16.048178,373.113189,'\'(5.4-6]\''
24.765295,248.292947,'\'(5.4-6]\''
3.971402,196.326227,'\'(4.8-5.4]\''
10.763518,375.700873,'\'(5.4-6]\''
14.662208,348.864478,'\'(5.4-6]\''
16.048178,373.113189,'\'(5.4-6]\''
14.992459,331.185435,'\'(4.8-5.4]\''
15.441978,353.970563,'\'(5.4-6]\''
20.120576,212.001287,'\'(4.8-5.4]\''
5.128395,211.836742,'\'(5.4-6]\''
5.128395,211.836742,'\'(5.4-6]\''
36.700806,301.920704,'\'(5.4-6]\''
15.911658,191.436648,'\'(5.4-6]\''
11.318363,348.687808,'\'(4.8-5.4]\''
36.700806,301.920704,'\'(5.4-6]\''
24.124627,241.246965,'\'(3.6-4.2]\''
24.124627,241.246965,'\'(3.6-4.2]\''
4.69798,268.923405,'\'(4.8-5.4]\''
21.731089,166.763584,'\'(4.8-5.4]\''
33.705709,231.06597,'\'(4.8-5.4]\''
33.705709,231.06597,'\'(4.8-5.4]\''
14.382534,303.713377,'\'(5.4-6]\''
33.705709,231.06597,'\'(4.8-5.4]\''
13.501561,331.582075,'\'(4.8-5.4]\''
4.77277,206.815527,'\'(3.6-4.2]\''
4.77277,206.815527,'\'(3.6-4.2]\''
7.578467,301.955345,'\'(5.4-6]\''
26.862133,336.819796,'\'(5.4-6]\''
15.649529,367.859879,'\'(5.4-6]\''
11.261205,243.079474,'\'(6.6-7.2]\''
22.251501,308.815999,'\'(5.4-6]\''
20.728006,233.173876,'\'(4.8-5.4]\''
15.494459,352.463679,'\'(5.4-6]\''
21.973766,373.340087,'\'(5.4-6]\''
3.604606,116.624177,'\'(5.4-6]\''
4.766846,251.826331,'\'(4.8-5.4]\''
10.377842,256.913364,'\'(6.6-7.2]\''
7.603772,64.636672,'\'(6.6-7.2]\''
9.153248,295.01675,'\'(5.4-6]\''
21.801029,388.540565,'\'(5.4-6]\''
7.603772,64.636672,'\'(6.6-7.2]\''
16.707293,375.144884,'\'(4.8-5.4]\''
27.763008,301.868743,'\'(4.8-5.4]\''
4.713153,239.644818,'\'(6.6-7.2]\''
16.168833,281.217501,'\'(7.8-8.4]\''
8.440388,302.126819,'\'(4.8-5.4]\''
27.763008,301.868743,'\'(4.8-5.4]\''
16.168833,281.217501,'\'(7.8-8.4]\''
4.713153,239.644818,'\'(6.6-7.2]\''
4.924948,187.730059,'\'(5.4-6]\''
4.959641,189.498483,'\'(5.4-6]\''
24.123519,273.965404,'\'(4.8-5.4]\''
4.697997,282.594482,'\'(5.4-6]\''
14.48864,308.857568,'\'(3.6-4.2]\''
14.48864,308.857568,'\'(3.6-4.2]\''
21.641611,258.67486,'\'(4.8-5.4]\''
5.182417,165.13892,'\'(6.6-7.2]\''
13.916976,281.231358,'\'(5.4-6]\''
32.126563,191.038276,'\'(5.4-6]\''
16.862242,246.249127,'\'(5.4-6]\''
16.862242,246.249127,'\'(5.4-6]\''
4.628525,192.617906,'\'(4.8-5.4]\''
23.273671,307.213852,'\'(4.8-5.4]\''
13.916976,281.231358,'\'(5.4-6]\''
20.848159,288.159561,'\'(4.8-5.4]\''
32.126563,191.038276,'\'(5.4-6]\''
5.356696,203.231914,'\'(5.4-6]\''
4.558688,275.882785,'\'(5.4-6]\''
15.374757,303.846745,'\'(4.8-5.4]\''
10.279289,222.035057,'\'(4.8-5.4]\''
14.749175,362.804022,'\'(5.4-6]\''
31.816803,326.529682,'\'(4.8-5.4]\''
10.279289,222.035057,'\'(4.8-5.4]\''
14.749175,362.804022,'\'(5.4-6]\''
22.199002,191.50593,'\'(4.8-5.4]\''
4.348591,253.681357,'\'(6.6-7.2]\''
4.556506,260.644202,'\'(6.6-7.2]\''
4.348591,253.681357,'\'(6.6-7.2]\''
25.180555,295.614307,'\'(4.8-5.4]\''
4.556506,260.644202,'\'(6.6-7.2]\''
4.348591,253.681357,'\'(6.6-7.2]\''
4.924342,238.553626,'\'(4.8-5.4]\''
6.150616,178.903528,'\'(5.4-6]\''
19.428345,227.369774,'\'(4.8-5.4]\''
6.150616,178.903528,'\'(5.4-6]\''
4.924342,238.553626,'\'(4.8-5.4]\''
4.419622,277.469343,'\'(5.4-6]\''
27.815039,416.05246,'\'(4.8-5.4]\''
5.247975,139.01613,'\'(6.6-7.2]\''
5.320548,229.164178,'\'(4.8-5.4]\''
14.472254,359.232534,'\'(5.4-6]\''
17.03614,234.301441,'\'(5.4-6]\''
5.320548,229.164178,'\'(4.8-5.4]\''
4.173757,139.173746,'\'(5.4-6]\''
4.457467,97.524853,'\'(4.8-5.4]\''
10.833285,321.113559,'\'(4.8-5.4]\''
5.426048,267.225995,'\'(4.8-5.4]\''
20.466397,316.026526,'\'(5.4-6]\''
19.738139,393.935904,'\'(4.8-5.4]\''
17.243484,357.490091,'\'(4.8-5.4]\''
5.125381,180.625186,'\'(6.6-7.2]\''
5.635297,184.837534,'\'(5.4-6]\''
35.004331,301.918972,'\'(4.8-5.4]\''
24.418591,296.80769,'\'(6.6-7.2]\''
24.418591,296.80769,'\'(6.6-7.2]\''
24.418591,296.80769,'\'(6.6-7.2]\''
24.418591,296.80769,'\'(6.6-7.2]\''
24.418591,296.80769,'\'(6.6-7.2]\''
24.418591,296.80769,'\'(6.6-7.2]\''
3.363469,154.653085,'\'(5.4-6]\''
24.418591,296.80769,'\'(6.6-7.2]\''
4.321449,267.026809,'\'(3.6-4.2]\''
25.247325,229.202283,'\'(5.4-6]\''
16.96743,263.893529,'\'(6.6-7.2]\''
4.820228,249.983429,'\'(4.8-5.4]\''
22.490368,255.196902,'\'(4.8-5.4]\''
10.601519,185.6031,'\'(6.6-7.2]\''
4.388428,289.914128,'\'(4.8-5.4]\''
5.89649,360.883178,'\'(4.8-5.4]\''
4.727771,199.814577,'\'(5.4-6]\''
5.89649,360.883178,'\'(4.8-5.4]\''
29.911444,320.955943,'\'(5.4-6]\''
4.348469,229.430914,'\'(6.6-7.2]\''
28.783827,321.037349,'\'(4.8-5.4]\''
4.727771,199.814577,'\'(5.4-6]\''
7.069521,185.875032,'\'(6.6-7.2]\''
7.069521,185.875032,'\'(6.6-7.2]\''
3.791996,49.049947,'\'(5.4-6]\''
6.674977,272.604013,'\'(5.4-6]\''
16.325583,350.487409,'\'(5.4-6]\''
16.481555,362.594444,'\'(5.4-6]\''
3.791996,49.049947,'\'(5.4-6]\''
21.749206,307.461535,'\'(4.8-5.4]\''
15.910446,380.060445,'\'(4.8-5.4]\''
7.069521,185.875032,'\'(6.6-7.2]\''
20.119987,243.474382,'\'(4.8-5.4]\''
7.899468,139.241296,'\'(4.8-5.4]\''
27.031736,224.212245,'\'(6.6-7.2]\''
27.031736,224.212245,'\'(6.6-7.2]\''
27.031736,224.212245,'\'(6.6-7.2]\''
7.10295,218.647166,'\'(6.6-7.2]\''
12.722554,260.522958,'\'(5.4-6]\''
37.551208,249.971305,'\'(4.8-5.4]\''
20.119987,243.474382,'\'(4.8-5.4]\''
7.10295,218.647166,'\'(6.6-7.2]\''
27.031736,224.212245,'\'(6.6-7.2]\''
7.899468,139.241296,'\'(4.8-5.4]\''
3.72966,275.816967,'\'(4.8-5.4]\''
5.115023,236.066401,'\'(6.6-7.2]\''
5.0623,222.151105,'\'(6.6-7.2]\''
17.729896,379.786781,'\'(5.4-6]\''
3.969895,341.290219,'\'(4.8-5.4]\''
4.592498,189.290637,'\'(5.4-6]\''
6.357735,173.71084,'\'(6.6-7.2]\''
29.789265,322.620444,'\'(4.8-5.4]\''
21.941152,301.903384,'\'(4.8-5.4]\''
27.851602,332.162312,'\'(4.8-5.4]\''
5.80192,151.246141,'\'(5.4-6]\''
21.941152,301.903384,'\'(4.8-5.4]\''
27.851602,332.162312,'\'(4.8-5.4]\''
4.280105,180.8313,'\'(5.4-6]\''
4.263201,146.192016,'\'(5.4-6]\''
4.436336,154.841878,'\'(5.4-6]\''
29.698471,274.342992,'\'(4.8-5.4]\''
11.422667,158.423759,'\'(4.8-5.4]\''
11.111574,262.00213,'\'(4.8-5.4]\''
18.768121,308.92685,'\'(5.4-6]\''
11.247107,196.324495,'\'(6.6-7.2]\''
4.420176,123.67882,'\'(6.6-7.2]\''
3.588775,220.519513,'\'(4.8-5.4]\''
27.258254,250.016338,'\'(5.4-6]\''
18.768121,308.92685,'\'(5.4-6]\''
14.351097,281.382046,'\'(4.8-5.4]\''
8.060046,253.449263,'\'(4.8-5.4]\''
6.234274,139.132177,'\'(6.6-7.2]\''
21.248557,256.883919,'\'(4.8-5.4]\''
12.413695,525.332742,'\'(4.8-5.4]\''
10.953836,353.795626,'\'(4.8-5.4]\''
11.491811,339.9652,'\'(3.6-4.2]\''
4.522662,224.248618,'\'(6.6-7.2]\''
24.312589,274.516197,'\'(6.6-7.2]\''
4.035228,127.085764,'\'(5.4-6]\''
13.744551,270.904871,'\'(5.4-6]\''
4.765807,308.826391,'\'(5.4-6]\''
4.020402,191.171644,'\'(5.4-6]\''
4.053761,149.44654,'\'(7.8-8.4]\''
13.737588,158.257482,'\'(6.6-7.2]\''
16.641371,212.106942,'\'(4.8-5.4]\''
5.713897,246.540112,'\'(6.6-7.2]\''
4.574589,227.399218,'\'(6.6-7.2]\''
5.545819,208.277378,'\'(5.4-6]\''
15.40803,310.809589,'\'(4.8-5.4]\''
5.713897,246.540112,'\'(6.6-7.2]\''
5.696577,246.522791,'\'(6.6-7.2]\''
25.282815,208.450583,'\'(6.6-7.2]\''
7.189916,42.170241,'\'(5.4-6]\''
11.853013,208.334535,'\'(6.6-7.2]\''
11.835692,208.318947,'\'(6.6-7.2]\''
4.019986,161.705995,'\'(5.4-6]\''
7.794471,260.396518,'\'(5.4-6]\''
3.746495,249.782511,'\'(4.8-5.4]\''
14.508558,191.081577,'\'(5.4-6]\''
6.372977,206.66657,'\'(5.4-6]\''
21.594724,258.648879,'\'(5.4-6]\''
18.608582,236.043884,'\'(5.4-6]\''
3.746495,249.782511,'\'(4.8-5.4]\''
5.337886,222.249831,'\'(5.4-6]\''
6.843783,170.414747,'\'(6.6-7.2]\''
6.372977,206.66657,'\'(5.4-6]\''
16.23931,324.624426,'\'(4.8-5.4]\''
21.594724,258.648879,'\'(5.4-6]\''
14.508558,191.081577,'\'(5.4-6]\''
7.870924,215.278327,'\'(5.4-6]\''
20.029228,187.581102,'\'(5.4-6]\''
4.35105,288.11626,'\'(5.4-6]\''
4.923458,248.178632,'\'(5.4-6]\''
20.029228,187.581102,'\'(5.4-6]\''
18.918325,210.106423,'\'(5.4-6]\''
31.002047,316.182411,'\'(5.4-6]\''
4.957407,180.848621,'\'(4.8-5.4]\''
4.35105,288.11626,'\'(5.4-6]\''
7.870924,215.278327,'\'(5.4-6]\''
10.914778,125.291359,'\'(6.6-7.2]\''
30.586701,231.052114,'\'(4.8-5.4]\''
30.586701,231.052114,'\'(4.8-5.4]\''
30.586701,231.052114,'\'(4.8-5.4]\''
13.640939,349.09484,'\'(5.4-6]\''
13.485089,347.381842,'\'(5.4-6]\''
20.069619,362.752061,'\'(5.4-6]\''
30.586701,231.052114,'\'(4.8-5.4]\''
15.269414,328.161274,'\'(5.4-6]\''
26.049628,319.362456,'\'(4.8-5.4]\''
26.049628,319.362456,'\'(4.8-5.4]\''
4.352574,268.933797,'\'(4.8-5.4]\''
15.303881,316.073292,'\'(4.8-5.4]\''
15.269414,328.161274,'\'(5.4-6]\''
15.269396,326.340889,'\'(5.4-6]\''
14.679841,310.591351,'\'(5.4-6]\''
26.049628,319.362456,'\'(4.8-5.4]\''
20.239325,248.265235,'\'(5.4-6]\''
4.125191,120.062298,'\'(5.4-6]\''
13.514777,277.715294,'\'(5.4-6]\''
10.203251,159.915055,'\'(6.6-7.2]\''
26.91387,297.363679,'\'(4.8-5.4]\''
11.192027,175.456747,'\'(6.6-7.2]\''
5.097633,223.933385,'\'(5.4-6]\''
13.514777,277.715294,'\'(5.4-6]\''
30.687091,265.635972,'\'(4.8-5.4]\''
8.491864,158.215913,'\'(5.4-6]\''
4.851336,210.186098,'\'(5.4-6]\''
23.687873,369.500131,'\'(5.4-6]\''
5.19707,137.429571,'\'(6.6-7.2]\''
12.849357,329.574628,'\'(4.8-5.4]\''
13.091533,300.356663,'\'(4.8-5.4]\''
6.812762,234.500627,'\'(4.8-5.4]\''
5.19707,137.429571,'\'(6.6-7.2]\''
18.316264,244.787277,'\'(5.4-6]\''
23.687873,369.500131,'\'(5.4-6]\''
4.851336,210.186098,'\'(5.4-6]\''
17.970581,165.111207,'\'(6.6-7.2]\''
23.239393,227.742165,'\'(4.8-5.4]\''
10.513999,173.748945,'\'(6.6-7.2]\''
23.359615,251.559595,'\'(5.4-6]\''
23.239393,227.742165,'\'(4.8-5.4]\''
6.885248,286.356496,'\'(5.4-6]\''
8.524184,78.572753,'\'(5.4-6]\''
8.524184,78.572753,'\'(5.4-6]\''
9.54386,171.909507,'\'(6.6-7.2]\''
5.354462,246.548772,'\'(5.4-6]\''
22.73651,220.640756,'\'(5.4-6]\''
5.421925,295.115477,'\'(7.8-8.4]\''
22.73651,220.640756,'\'(5.4-6]\''
5.421925,295.115477,'\'(7.8-8.4]\''
4.763244,187.747379,'\'(5.4-6]\''
13.668063,239.585928,'\'(5.4-6]\''
4.866959,121.756244,'\'(7.8-8.4]\''
3.41188,49.029162,'\'(4.8-5.4]\''
13.123922,416.145991,'\'(4.8-5.4]\''
22.757104,416.383282,'\'(5.4-6]\''
9.621144,168.525079,'\'(4.8-5.4]\''
11.006802,178.919116,'\'(5.4-6]\''
12.376819,250.116797,'\'(5.4-6]\''
12.56738,257.060589,'\'(5.4-6]\''
4.232335,267.099555,'\'(4.8-5.4]\''
4.750045,283.017102,'\'(4.8-5.4]\''
4.383543,206.786082,'\'(5.4-6]\''
15.062122,263.877941,'\'(5.4-6]\''
20.92934,204.932787,'\'(5.4-6]\''
5.472449,165.244575,'\'(5.4-6]\''
15.062122,263.877941,'\'(5.4-6]\''
4.383543,206.786082,'\'(5.4-6]\''
4.750045,283.017102,'\'(4.8-5.4]\''
27.434905,395.752825,'\'(6.6-7.2]\''
5.081387,234.332618,'\'(5.4-6]\''
8.502984,239.622301,'\'(6.6-7.2]\''
8.506864,161.695603,'\'(6.6-7.2]\''
19.682194,227.530854,'\'(7.8-8.4]\''
19.682194,227.530854,'\'(7.8-8.4]\''
20.461582,234.459058,'\'(7.8-8.4]\''
5.63327,192.955656,'\'(5.4-6]\''
8.506864,161.695603,'\'(6.6-7.2]\''
5.213854,179.085393,'\'(4.8-5.4]\''
5.595078,203.301196,'\'(4.8-5.4]\''
116.80774,278.295531,'\'(5.4-6]\''
14.126381,366.091455,'\'(5.4-6]\''
15.079009,366.091455,'\'(5.4-6]\''
15.079009,366.091455,'\'(5.4-6]\''
37.152074,272.50875,'\'(4.8-5.4]\''
21.396959,121.925985,'\'(5.4-6]\''
37.152074,272.50875,'\'(4.8-5.4]\''
13.190468,305.682719,'\'(4.8-5.4]\''
13.207788,309.162409,'\'(4.8-5.4]\''
14.126381,366.091455,'\'(5.4-6]\''
16.464944,328.322355,'\'(4.8-5.4]\''
16.689764,317.807074,'\'(4.8-5.4]\''
6.043021,185.906209,'\'(6.6-7.2]\''
20.137342,262.549458,'\'(4.8-5.4]\''
14.744949,144.362971,'\'(7.8-8.4]\''
6.043021,185.906209,'\'(6.6-7.2]\''
20.137342,262.549458,'\'(4.8-5.4]\''
5.041446,198.070402,'\'(6.6-7.2]\''
4.606632,217.209564,'\'(6.6-7.2]\''
16.464944,328.322355,'\'(4.8-5.4]\''
16.689764,317.807074,'\'(4.8-5.4]\''
11.435519,137.434767,'\'(5.4-6]\''
26.525267,172.08098,'\'(7.8-8.4]\''
14.744949,144.362971,'\'(7.8-8.4]\''
4.940467,213.561865,'\'(5.4-6]\''
23.39656,257.639094,'\'(4.8-5.4]\''
19.603386,262.854299,'\'(4.8-5.4]\''
13.121428,319.601479,'\'(5.4-6]\''
6.929364,265.62558,'\'(6.6-7.2]\''
8.488192,173.785318,'\'(6.6-7.2]\''
5.218496,222.308721,'\'(4.8-5.4]\''
5.080798,189.427469,'\'(5.4-6]\''
6.929364,265.62558,'\'(6.6-7.2]\''
4.120757,123.706533,'\'(6.6-7.2]\''
3.690411,125.189168,'\'(4.8-5.4]\''
5.200101,219.038609,'\'(4.8-5.4]\''
4.120757,123.706533,'\'(6.6-7.2]\''
20.898579,257.24765,'\'(3.6-4.2]\''
5.76863,213.703893,'\'(5.4-6]\''
5.218877,209.52965,'\'(4.8-5.4]\''
13.261967,418.317983,'\'(4.8-5.4]\''
18.073985,260.299524,'\'(4.8-5.4]\''
10.965337,97.653025,'\'(5.4-6]\''
13.329395,298.686966,'\'(5.4-6]\''
7.815983,279.32437,'\'(5.4-6]\''
16.360779,340.35318,'\'(5.4-6]\''
